Id,Id2,Geography,Estimate; Median household income in the past 12 months (in 2010 inflation-adjusted dollars),Margin of Error; Median household income in the past 12 months (in 2010 inflation-adjusted dollars)
1400000US36081139900,36081139900,"Census Tract 1399, Queens County, New York",75167,18033
1400000US36081140300,36081140300,"Census Tract 1403, Queens County, New York",58162,24092
1400000US36081140901,36081140901,"Census Tract 1409.01, Queens County, New York",48229,20205
1400000US36081140902,36081140902,"Census Tract 1409.02, Queens County, New York",81495,18298
1400000US36081141700,36081141700,"Census Tract 1417, Queens County, New York",76500,12949
1400000US36081142900,36081142900,"Census Tract 1429, Queens County, New York",71466,15327
1400000US36081143500,36081143500,"Census Tract 1435, Queens County, New York",83523,19183
1400000US36081144100,36081144100,"Census Tract 1441, Queens County, New York",62750,11339
1400000US36081144700,36081144700,"Census Tract 1447, Queens County, New York",56250,18550
1400000US36081145101,36081145101,"Census Tract 1451.01, Queens County, New York",56335,26907
1400000US36081145102,36081145102,"Census Tract 1451.02, Queens County, New York",76852,20428
1400000US36081145900,36081145900,"Census Tract 1459, Queens County, New York",80288,18451
1400000US36081146300,36081146300,"Census Tract 1463, Queens County, New York",69427,8628
1400000US36081146700,36081146700,"Census Tract 1467, Queens County, New York",56781,13547
1400000US36081147100,36081147100,"Census Tract 1471, Queens County, New York",65958,16670
1400000US36081147900,36081147900,"Census Tract 1479, Queens County, New York",77315,12107
1400000US36081148300,36081148300,"Census Tract 1483, Queens County, New York",112446,22556
1400000US36081150701,36081150701,"Census Tract 1507.01, Queens County, New York",96679,12108
1400000US36081150702,36081150702,"Census Tract 1507.02, Queens County, New York",77778,21321
1400000US36081152901,36081152901,"Census Tract 1529.01, Queens County, New York",73333,21407
1400000US36081152902,36081152902,"Census Tract 1529.02, Queens County, New York",62591,14868
1400000US36081155101,36081155101,"Census Tract 1551.01, Queens County, New York",57104,12746
1400000US36081155102,36081155102,"Census Tract 1551.02, Queens County, New York",73867,11515
1400000US36081156700,36081156700,"Census Tract 1567, Queens County, New York",83068,94459
1400000US36081157101,36081157101,"Census Tract 1571.01, Queens County, New York",72303,9655
1400000US36081157102,36081157102,"Census Tract 1571.02, Queens County, New York",63351,4084
1400000US36081157901,36081157901,"Census Tract 1579.01, Queens County, New York",81957,15954
1400000US36081157902,36081157902,"Census Tract 1579.02, Queens County, New York",70938,12075
1400000US36081157903,36081157903,"Census Tract 1579.03, Queens County, New York",76705,24474
1400000US36081161700,36081161700,"Census Tract 1617, Queens County, New York",88036,16129
1400000US36081162100,36081162100,"Census Tract 1621, Queens County, New York",68239,10612
1400000US36081990100,36081990100,"Census Tract 9901, Queens County, New York",-,**
1400000US36085000300,36085000300,"Census Tract 3, Richmond County, New York",46731,13509
1400000US36085000600,36085000600,"Census Tract 6, Richmond County, New York",43712,22432
1400000US36085000700,36085000700,"Census Tract 7, Richmond County, New York",39191,13497
1400000US36085000800,36085000800,"Census Tract 8, Richmond County, New York",63750,5970
1400000US36085000900,36085000900,"Census Tract 9, Richmond County, New York",56192,33074
1400000US36085001100,36085001100,"Census Tract 11, Richmond County, New York",36624,5748
1400000US36085001700,36085001700,"Census Tract 17, Richmond County, New York",54071,7057
1400000US36085001800,36085001800,"Census Tract 18, Richmond County, New York",51346,4858
1400000US36085002001,36085002001,"Census Tract 20.01, Richmond County, New York",62939,9794
1400000US36085002002,36085002002,"Census Tract 20.02, Richmond County, New York",90000,21093
1400000US36085002100,36085002100,"Census Tract 21, Richmond County, New York",36131,9461
1400000US36085002700,36085002700,"Census Tract 27, Richmond County, New York",36250,18579
1400000US36085002900,36085002900,"Census Tract 29, Richmond County, New York",31924,7234
1400000US36085003300,36085003300,"Census Tract 33, Richmond County, New York",59556,11856
1400000US36085003600,36085003600,"Census Tract 36, Richmond County, New York",70547,27500
1400000US36085003900,36085003900,"Census Tract 39, Richmond County, New York",67639,12688
1400000US36085004000,36085004000,"Census Tract 40, Richmond County, New York",32305,5032
1400000US36085004700,36085004700,"Census Tract 47, Richmond County, New York",67191,12192
1400000US36085005000,36085005000,"Census Tract 50, Richmond County, New York",63398,13195
1400000US36085005900,36085005900,"Census Tract 59, Richmond County, New York",62292,19695
1400000US36085006400,36085006400,"Census Tract 64, Richmond County, New York",40238,10667
1400000US36085006700,36085006700,"Census Tract 67, Richmond County, New York",110750,32008
1400000US36085007000,36085007000,"Census Tract 70, Richmond County, New York",63790,10863
1400000US36085007400,36085007400,"Census Tract 74, Richmond County, New York",65559,12050
1400000US36085007500,36085007500,"Census Tract 75, Richmond County, New York",55625,9163
1400000US36085007700,36085007700,"Census Tract 77, Richmond County, New York",53902,5600
1400000US36085008100,36085008100,"Census Tract 81, Richmond County, New York",43958,21876
1400000US36085008900,36085008900,"Census Tract 89, Richmond County, New York",-,**
1400000US36085009601,36085009601,"Census Tract 96.01, Richmond County, New York",52266,15492
1400000US36085009602,36085009602,"Census Tract 96.02, Richmond County, New York",51710,8621
1400000US36085009700,36085009700,"Census Tract 97, Richmond County, New York",79231,10213
1400000US36085010500,36085010500,"Census Tract 105, Richmond County, New York",52580,6140
1400000US36085011201,36085011201,"Census Tract 112.01, Richmond County, New York",57047,13128
1400000US36085011202,36085011202,"Census Tract 112.02, Richmond County, New York",80164,11519
1400000US36085011401,36085011401,"Census Tract 114.01, Richmond County, New York",46616,7383
1400000US36085011402,36085011402,"Census Tract 114.02, Richmond County, New York",56700,29383
1400000US36085012100,36085012100,"Census Tract 121, Richmond County, New York",92250,12277
1400000US36085012200,36085012200,"Census Tract 122, Richmond County, New York",68964,19551
1400000US36085012500,36085012500,"Census Tract 125, Richmond County, New York",55139,14972
1400000US36085012804,36085012804,"Census Tract 128.04, Richmond County, New York",79125,8562
1400000US36085012805,36085012805,"Census Tract 128.05, Richmond County, New York",66029,7767
1400000US36085012806,36085012806,"Census Tract 128.06, Richmond County, New York",56104,5294
1400000US36085013201,36085013201,"Census Tract 132.01, Richmond County, New York",84263,14473
1400000US36085013203,36085013203,"Census Tract 132.03, Richmond County, New York",86207,17072
1400000US36085013204,36085013204,"Census Tract 132.04, Richmond County, New York",70234,13733
1400000US36085013301,36085013301,"Census Tract 133.01, Richmond County, New York",10417,6731
1400000US36085013302,36085013302,"Census Tract 133.02, Richmond County, New York",58942,10964
1400000US36085013400,36085013400,"Census Tract 134, Richmond County, New York",77621,19866
1400000US36085013800,36085013800,"Census Tract 138, Richmond County, New York",96932,24306
1400000US36085014100,36085014100,"Census Tract 141, Richmond County, New York",61905,11549
1400000US36085014604,36085014604,"Census Tract 146.04, Richmond County, New York",82546,7941
1400000US36085014605,36085014605,"Census Tract 146.05, Richmond County, New York",90368,14545
1400000US36085014606,36085014606,"Census Tract 146.06, Richmond County, New York",90987,7719
1400000US36085014607,36085014607,"Census Tract 146.07, Richmond County, New York",82318,22406
1400000US36085014608,36085014608,"Census Tract 146.08, Richmond County, New York",98980,23537
1400000US36085014700,36085014700,"Census Tract 147, Richmond County, New York",106429,24697
1400000US36085015100,36085015100,"Census Tract 151, Richmond County, New York",83003,14429
1400000US36085015400,36085015400,"Census Tract 154, Richmond County, New York",-,**
1400000US36085015601,36085015601,"Census Tract 156.01, Richmond County, New York",79526,8255
1400000US36085015602,36085015602,"Census Tract 156.02, Richmond County, New York",82844,10865
1400000US36085015603,36085015603,"Census Tract 156.03, Richmond County, New York",80459,10176
1400000US36085016901,36085016901,"Census Tract 169.01, Richmond County, New York",54506,17099
1400000US36085017005,36085017005,"Census Tract 170.05, Richmond County, New York",97371,24109
1400000US36085017007,36085017007,"Census Tract 170.07, Richmond County, New York",73542,9098
1400000US36085017008,36085017008,"Census Tract 170.08, Richmond County, New York",90218,8099
1400000US36085017009,36085017009,"Census Tract 170.09, Richmond County, New York",84706,19602
1400000US36085017010,36085017010,"Census Tract 170.10, Richmond County, New York",92472,5954
1400000US36085017011,36085017011,"Census Tract 170.11, Richmond County, New York",87981,10045
1400000US36085017012,36085017012,"Census Tract 170.12, Richmond County, New York",83454,17012
1400000US36085017300,36085017300,"Census Tract 173, Richmond County, New York",30625,6603
1400000US36085017600,36085017600,"Census Tract 176, Richmond County, New York",94342,8469
1400000US36085017700,36085017700,"Census Tract 177, Richmond County, New York",93491,13488
1400000US36085018100,36085018100,"Census Tract 181, Richmond County, New York",94806,10567
1400000US36085018701,36085018701,"Census Tract 187.01, Richmond County, New York",88929,14513
1400000US36085018702,36085018702,"Census Tract 187.02, Richmond County, New York",81699,13168
1400000US36085018901,36085018901,"Census Tract 189.01, Richmond County, New York",77169,15726
1400000US36085018902,36085018902,"Census Tract 189.02, Richmond County, New York",83485,10962
1400000US36085019700,36085019700,"Census Tract 197, Richmond County, New York",84615,16116
1400000US36085019800,36085019800,"Census Tract 198, Richmond County, New York",108921,13851
1400000US36085020100,36085020100,"Census Tract 201, Richmond County, New York",79291,12987
1400000US36085020700,36085020700,"Census Tract 207, Richmond County, New York",39902,12458
1400000US36085020801,36085020801,"Census Tract 208.01, Richmond County, New York",68855,10133
1400000US36085020803,36085020803,"Census Tract 208.03, Richmond County, New York",86121,11262
1400000US36085020804,36085020804,"Census Tract 208.04, Richmond County, New York",100842,13386
1400000US36085021300,36085021300,"Census Tract 213, Richmond County, New York",63287,5884
1400000US36085022300,36085022300,"Census Tract 223, Richmond County, New York",57974,6286
1400000US36085022600,36085022600,"Census Tract 226, Richmond County, New York",77240,12772
1400000US36085022800,36085022800,"Census Tract 228, Richmond County, New York","250,000+",***
1400000US36085023100,36085023100,"Census Tract 231, Richmond County, New York",51912,11912
1400000US36085023900,36085023900,"Census Tract 239, Richmond County, New York",66189,21160
1400000US36085024401,36085024401,"Census Tract 244.01, Richmond County, New York",105655,19024
1400000US36085024402,36085024402,"Census Tract 244.02, Richmond County, New York",79615,8063
1400000US36085024700,36085024700,"Census Tract 247, Richmond County, New York",62679,25467
1400000US36085024800,36085024800,"Census Tract 248, Richmond County, New York",88413,14886
1400000US36085025100,36085025100,"Census Tract 251, Richmond County, New York",77660,9296
1400000US36085027301,36085027301,"Census Tract 273.01, Richmond County, New York",83505,10421
1400000US36085027302,36085027302,"Census Tract 273.02, Richmond County, New York",91310,6434
1400000US36085027702,36085027702,"Census Tract 277.02, Richmond County, New York",55370,12434
1400000US36085027704,36085027704,"Census Tract 277.04, Richmond County, New York",89667,6203
